PL ID,Status,Category,Discipline,Description,Subsystem,Milestone
PL-000073,Originated,C,M,Gen-Set nameplate and equipment tagging not complete.,PS5-60-01 - Power Generation Package A,PS5 - Milestone B
PL-000074,Originated,C,M,Gen-Set nameplate and equipment tagging not complete.,PS5-60-04 - Power Generation Package B,PS5 - Milestone B
PL-000075,Originated,C,M,Gen-Set nameplate and equipment tagging not complete.,PS5-60-07 - Power Generation Package C,PS5 - Milestone D
PL-000076,Originated,C,M,Gen-Set nameplate and equipment tagging not complete.,PS5-60-10 - Power Generation Package D,PS5 - Milestone D
PL-000077,Originated,C,M,Gen-Set nameplate and equipment tagging not complete.,PS5-60-13 - Power Generation Package E,PS5 - Milestone D
PL-000078,Originated,C,M,Gen-Set nameplate and equipment tagging not complete.,PS5-60-16 - Power Generation Package F,PS5 - Milestone D
PL-000079,Originated,C,M,Gen-Set nameplate and equipment tagging not complete.,PS5-60-19 - Power Generation Package G,PS5 - Milestone E
PL-000170,Originated,C,M,CE mark not present on pump skid.,PS5-25-02 - Crude Oil Export Pump A,PS5 - Milestone H
PL-000171,Originated,C,M,CE mark not present on pump skid.,PS5-25-03 - Crude Oil Export Pump B,PS5 - Milestone H
PL-000172,Originated,C,M,CE mark not present on pump skid.,PS5-25-04 - Crude Oil Export Pump C,PS5 - Milestone H
PL-000173,Originated,A,M,Thermowells are to be replaced.,PS5-25-02 - Crude Oil Export Pump A,PS5 - Milestone H
PL-000174,Originated,A,M,Thermowells are to be replaced.,PS5-25-03 - Crude Oil Export Pump B,PS5 - Milestone H
PL-000175,Originated,A,M,Thermowells are to be replaced.,PS5-25-04 - Crude Oil Export Pump C,PS5 - Milestone H
PL-000176,Originated,B,M,PS5-25-LIT-3101A: Sunshade is damaged.,PS5-25-02 - Crude Oil Export Pump A,PS5 - Milestone H
PL-000177,Originated,B,M,Sunshade has chips and appears to be damaged - Local to PS5-25-BI-1274C.,PS5-25-04 - Crude Oil Export Pump C,PS5 - Milestone H
PL-000178,Closed,0,M,PS5-25-BE-0001C: Stopping plugs installed into side of MTB frame do not have legible Ex markings,PS5-25-04 - Crude Oil Export Pump C,PS5 - Milestone H
PL-000327,Closed,A,M,2: DAMAGED AIR FILTERS.,PS5-60-10 - Power Generation Package D,PS5 - Milestone D
PL-000329,Closed,A,M,4:OIL LEAKAGE FROM GENERATOR BEARING LUBRICATION PUMP TUBING.,PS5-60-10 - Power Generation Package D,PS5 - Milestone D
PL-000330,Originated,B,M,4.1:CABLE PROTECTION IS DAMAGED,PS5-60-10 - Power Generation Package D,PS5 - Milestone D
PL-000331,Closed,A,M,4.2:OIL LEAKAGE FROM DRAINING POINT,PS5-60-10 - Power Generation Package D,PS5 - Milestone D
PL-000332,Closed,A,M,4.3: RUST IN SEVERAL AREAS OF GENSET AND PRESENCE OF PIN HOLES IN WELDING.,PS5-60-10 - Power Generation Package D,PS5 - Milestone D
PL-000333,Originated,C,M,4.4:PAINT DAMAGED FROM LIFTING POINTS,PS5-60-10 - Power Generation Package D,PS5 - Milestone D
PL-000334,Closed,A,M,4:LEAKAGE FROM FUEL FILTER.,PS5-60-07 - Power Generation Package C,PS5 - Milestone D
PL-000335,Originated,C,M,4.1:THE FUEL FILTER CONNECTING THREAD IS CORRODED,PS5-60-07 - Power Generation Package C,PS5 - Milestone D
PL-000336,Originated,A,M,4.2:THE BOTTOM HOLE ASSESORY IS DAMAGED,PS5-60-07 - Power Generation Package C,PS5 - Milestone D
PL-000337,Closed,A,M,4.3: TRANSMITTER ROD IS BEND AND OIL LEAKING,PS5-60-07 - Power Generation Package C,PS5 - Milestone D
PL-000338,Closed,A,M,4.4:OIL LEAKAGE FROM DRAINING POINT,PS5-60-07 - Power Generation Package C,PS5 - Milestone D
PL-000339,Originated,C,M,4.5:GENERATOR PAINT IRREGULARITY.,PS5-60-07 - Power Generation Package C,PS5 - Milestone D
PL-000340,Originated,C,M,4.6:BENDING OF THE HEAD CONNECTING PIPE IN ENGINE.,PS5-60-07 - Power Generation Package C,PS5 - Milestone D
PL-000341,Originated,C,M,4.7: RUST IN MULTIPLE LOCATIONS,PS5-60-07 - Power Generation Package C,PS5 - Milestone D
PL-000342,Originated,C,M,4.8:LIFTING POINT PAINT DAMAGE,PS5-60-07 - Power Generation Package C,PS5 - Milestone D
PL-000343,Closed,A,M,"4:OIL LEAKAGE FROM SEVERAL PLACES OF GENERATOR.(TUBINGS,JOINTS)",PS5-60-04 - Power Generation Package B,PS5 - Milestone B
PL-000344,Originated,C,M,4.1: RUST IN MULTIPLE AREAS,PS5-60-04 - Power Generation Package B,PS5 - Milestone B
PL-000345,Originated,C,M,4.2:PAINT DAMAGED AT LIFTING POINT,PS5-60-04 - Power Generation Package B,PS5 - Milestone B
PL-000346,Originated,A,E,4: A BUTTON ON GENERATOR CONTROL PANEL IS BROKEN,PS5-60-01 - Power Generation Package A,PS5 - Milestone B
PL-000347,Originated,C,M,4.1:RUST IN COUPLING AND OTHER PLACES.,PS5-60-01 - Power Generation Package A,PS5 - Milestone B
PL-000348,Closed,A,M,4.2:GENERATOR HAS MULTIPLE LEAKING POINTS.(JOINTS AND CONNECTIONS),PS5-60-01 - Power Generation Package A,PS5 - Milestone B
PL-000349,Originated,C,M,4.3:LIFTING POINTS PAINT DAMAGED,PS5-60-01 - Power Generation Package A,PS5 - Milestone B
PL-000350,Closed,A,M,4:LEAKAGE FROM MULTIPLE POINTS(JOINTS AND CONNECTIONS),PS5-60-19 - Power Generation Package G,PS5 - Milestone E
PL-000351,Originated,C,M,4.1:RUST IN MULTIPLE PLACES,PS5-60-19 - Power Generation Package G,PS5 - Milestone E
PL-000352,Originated,C,M,4.2:LIFTING POINTS PAINT ARE DAMAGED,PS5-60-19 - Power Generation Package G,PS5 - Milestone E
PL-000353,Originated,A,E,4.4: A jumper has been installed to short the CT at the alternator JB – Jumper to be removed once CTs will be connected and shorted at the CRO GCP via permanent cable.,PS5-60-01 - Power Generation Package A,PS5 - Milestone B
PL-000354,Originated,A,E,"4.5: During preservation, VTs are disconnected in the cable terminal box to perform Insulation Resistance test.",PS5-60-01 - Power Generation Package A,PS5 - Milestone B
PL-000355,Originated,A,E,4.3: A jumper has been installed to short the CT at the alternator JB – Jumper to be removed once CTs will be connected and shorted at the CRO GCP via permanent cable.,PS5-60-04 - Power Generation Package B,PS5 - Milestone B
PL-000356,Originated,A,E,"4.4: During preservation, VTs are disconnected in the cable terminal box to perform Insulation Resistance test.",PS5-60-04 - Power Generation Package B,PS5 - Milestone B
PL-000357,Originated,A,E,4.9: A jumper has been installed to short the CT at the alternator JB – Jumper to be removed once CTs will be connected and shorted at the CRO GCP via permanent cable.,PS5-60-07 - Power Generation Package C,PS5 - Milestone D
PL-000358,Originated,A,E,"4.10: During preservation, VTs are disconnected in the cable terminal box to perform Insulation Resistance test.",PS5-60-07 - Power Generation Package C,PS5 - Milestone D
PL-000359,Originated,A,E,4.5: A jumper has been installed to short the CT at the alternator JB – Jumper to be removed once CTs will be connected and shorted at the CRO GCP via permanent cable.,PS5-60-10 - Power Generation Package D,PS5 - Milestone D
PL-000360,Originated,A,E,"4.6: During preservation, VTs are disconnected in the cable terminal box to perform Insulation Resistance test.",PS5-60-10 - Power Generation Package D,PS5 - Milestone D
PL-000361,Originated,A,E,4.3: A jumper has been installed to short the CT at the alternator JB – Jumper to be removed once CTs will be connected and shorted at the CRO GCP via permanent cable.,PS5-60-19 - Power Generation Package G,PS5 - Milestone E
PL-000362,Originated,A,E,"4.4: During preservation, VTs are disconnected in the cable terminal box to perform Insulation Resistance test.",PS5-60-19 - Power Generation Package G,PS5 - Milestone E
PL-000363,Closed,B,P,2: Check for any damage during transportation.,PS5-25-01 - Export Pipeline Pig Receiver,PS5 - Milestone H
PL-000364,Originated,C,M,Some areas inside the pig receiver are rust,PS5-25-01 - Export Pipeline Pig Receiver,PS5 - Milestone H
PL-000365,Originated,C,M,Some place in the pig lancher is rust,PS5-25-07 - Export Pipeline Pig Launcher,PS5 - Milestone H
PL-000390,Originated,C,M,CE marking not present on pump skid.,PS6-25-02 - Crude Oil Export Pump A,PS6 - Milestone E
PL-000391,Originated,A,M,Thermowells are to be replaced.,PS6-25-02 - Crude Oil Export Pump A,PS6 - Milestone E
PL-000392,Originated,B,E,PS6-25-BI-1174A: Panel door locking mechanism has the centre pin snapped off.,PS6-25-02 - Crude Oil Export Pump A,PS6 - Milestone E
PL-000393,Originated,B,E,PS6-25-BI-1274A: Panel door locking mechanism has the centre pin snapped off.,PS6-25-02 - Crude Oil Export Pump A,PS6 - Milestone E
PL-000394,Originated,B,E,PS6-25-BI-1802A: Unused cables are not correctly terminated.,PS6-25-02 - Crude Oil Export Pump A,PS6 - Milestone E
PL-000395,Originated,A,I,PS6-25-TIT-3102A: Equipment not installed.,PS6-25-02 - Crude Oil Export Pump A,PS6 - Milestone E
PL-000396,Originated,C,M,PS6-NRV105: Shown on LO P&ID but not present on tagging list or skid.,PS6-25-02 - Crude Oil Export Pump A,PS6 - Milestone E
PL-000397,Originated,C,M,Debris present on top of LO tank.,PS6-25-02 - Crude Oil Export Pump A,PS6 - Milestone E
PL-000398,Originated,C,P,Non-return valve on discharge from oil filters has a tag fitted related to PS1 series.,PS6-25-02 - Crude Oil Export Pump A,PS6 - Milestone E
PL-000399,Originated,A,I,PS6-25-TG-3103A: Removed for shipping - tags cannot be verified.,PS6-25-02 - Crude Oil Export Pump A,PS6 - Milestone E
PL-000400,Originated,C,M,Skid to be fully cleaned - inclusive of under grating,PS6-25-02 - Crude Oil Export Pump A,PS6 - Milestone E
PL-000401,Originated,C,M,Pump insulation is dirty in places - to be cleaned.,PS6-25-02 - Crude Oil Export Pump A,PS6 - Milestone E
PL-000402,Originated,C,M,Baseplate paint damage in way of Lifting Lugs and on lower baseplate frame from Transport/Lifting,PS6-25-02 - Crude Oil Export Pump A,PS6 - Milestone E
PL-000403,Originated,B,E,PS6-25-BI-1274B: Panel door locking mechanism centre pin has been snapped off.,PS6-25-03 - Crude Oil Export Pump B,PS6 - Milestone E
PL-000404,Originated,C,M,Skid baseplate is dirty and requires general clean.,PS6-25-03 - Crude Oil Export Pump B,PS6 - Milestone E
PL-000405,Originated,C,M,PS6-25-LIT-3101B: Sun shade is damaged.,PS6-25-03 - Crude Oil Export Pump B,PS6 - Milestone E
PL-000406,Originated,A,I,PS6-25-TG-3103B: Temperature gauge not installed.,PS6-25-03 - Crude Oil Export Pump B,PS6 - Milestone E
PL-000407,Originated,C,M,CE marking not present on pump skid.,PS6-25-03 - Crude Oil Export Pump B,PS6 - Milestone E
PL-000408,Originated,B,E,PS6-25-BI-1174B: Panel door locking mechanism has been removed.,PS6-25-03 - Crude Oil Export Pump B,PS6 - Milestone E
PL-000409,Originated,C,M,PS6-NRV105: Shown on LO P&ID but not present on tagging list or skid,PS6-25-03 - Crude Oil Export Pump B,PS6 - Milestone E
PL-000410,Originated,A,I,Thermowells are to be replaced,PS6-25-03 - Crude Oil Export Pump B,PS6 - Milestone E
PL-000411,Originated,C,M,Paint damage to baseplate in way of all 4 lifting lugs - to be repaired,PS6-25-03 - Crude Oil Export Pump B,PS6 - Milestone E
PL-000412,Originated,C,M,Baseplate paint damage at lower right corner when looking at the LO System steps.,PS6-25-03 - Crude Oil Export Pump B,PS6 - Milestone E
PL-000413,Originated,C,M,CE marking not present on pump skid,PS6-25-04 - Crude Oil Export Pump C,PS6 - Milestone E
PL-000414,Originated,B,E,PS6-25-BI-1274C: Panel door locking mechanism is not manufacturer approved part.,PS6-25-04 - Crude Oil Export Pump C,PS6 - Milestone E
PL-000415,Originated,C,M,Debris present under gratings.,PS6-25-04 - Crude Oil Export Pump C,PS6 - Milestone E
PL-000416,Originated,C,M,PS6-NRV105: Shown on LO P&ID but not present on tagging list or skid,PS6-25-04 - Crude Oil Export Pump C,PS6 - Milestone E
PL-000417,Originated,C,M,Debris present on LO tank,PS6-25-04 - Crude Oil Export Pump C,PS6 - Milestone E
PL-000418,Originated,A,I,Thermowells are to be replaced,PS6-25-04 - Crude Oil Export Pump C,PS6 - Milestone E
PL-000419,Originated,B,E,PS6-25-BE-0004C: Screw removed from junction box cover,PS6-25-04 - Crude Oil Export Pump C,PS6 - Milestone E
PL-000420,Originated,C,M,Paint damage to baseplate in way of all 4 lifting lugs - to be repaired,PS6-25-04 - Crude Oil Export Pump C,PS6 - Milestone E
PL-000421,Originated,C,M,Baseplate paint damage at lower edge on the left hand side when looking at the Motor NDE,PS6-25-04 - Crude Oil Export Pump C,PS6 - Milestone E
PL-000422,Originated,C,M,Whole skid requires cleaning,PS6-25-04 - Crude Oil Export Pump C,PS6 - Milestone E
PL-000423,Originated,B,M,4:EXHAUST FLANGE IS NOT PAINTED.,PS5-60-13 - Power Generation Package E,PS5 - Milestone D
PL-000424,Closed,A,M,4.1:AIR INLET FILTER IS DAMAGED,PS5-60-13 - Power Generation Package E,PS5 - Milestone D
PL-000425,Closed,A,M,4.2:THERE IS NO LUBE OIL INSIDE THE ALTERNATOR NON DRIVE END BEARING HOUSING.,PS5-60-13 - Power Generation Package E,PS5 - Milestone D
PL-000426,Originated,B,M,4.3:THE FILTER HAS NO OIL INSIDE IT.,PS5-60-13 - Power Generation Package E,PS5 - Milestone D
PL-000427,Originated,C,M,4.4:THERE IS RUST INSIDE THE DAMPER AND SEVERAL PARTS OF THE GENERATOR .,PS5-60-13 - Power Generation Package E,PS5 - Milestone D
PL-000428,Closed,A,M,4.5:OIL LEAKAGE FROM MULTIPLE LOCATIONS,PS5-60-13 - Power Generation Package E,PS5 - Milestone D
PL-000429,Originated,C,M,4.6:PAINT DAMAGED FROM BODY OF THE GENERATOR,PS5-60-13 - Power Generation Package E,PS5 - Milestone D
PL-000430,Originated,C,M,4.7:LIFTING POINT PAINT DAMAGED,PS5-60-13 - Power Generation Package E,PS5 - Milestone D
PL-000431,Originated,B,E,4:Jacket water heater control box button is damaged,PS5-60-16 - Power Generation Package F,PS5 - Milestone D
PL-000432,Originated,B,M,4.1:unavailability of oil in the filter,PS5-60-16 - Power Generation Package F,PS5 - Milestone D
PL-000433,Closed,A,M,4.2:low oil level in the NDE end of alternator side glass.,PS5-60-16 - Power Generation Package F,PS5 - Milestone D
PL-000434,Originated,C,M,4.3:The head of the cam shaft cover plug bolt is damaged,PS5-60-16 - Power Generation Package F,PS5 - Milestone D
PL-000435,Originated,C,M,"4.4:The generator has multiple rusts,Including damper",PS5-60-16 - Power Generation Package F,PS5 - Milestone D
PL-000436,Closed,A,M,4.5:The generator has multiple leakages,PS5-60-16 - Power Generation Package F,PS5 - Milestone D
PL-000437,Originated,C,M,4.6:lifting points paint peeling; a little paint damage on the generator,PS5-60-16 - Power Generation Package F,PS5 - Milestone D
PL-000462,Originated,C,M,Rundown Tanks nameplates tack welded in addtion to riveting.,PS6-25-02 - Crude Oil Export Pump A,PS6 - Milestone E
PL-000463,Originated,C,M,Rundown Tanks nameplates tack welded in addtion to riveting.,PS6-25-03 - Crude Oil Export Pump B,PS6 - Milestone E
PL-000464,Originated,C,M,Rundown Tanks nameplates tack welded in addtion to riveting.,PS6-25-04 - Crude Oil Export Pump C,PS6 - Milestone E
PL-000467,Originated,C,M,4:DOOR CANOPY IS DAMAGED,PS5-01-08 - PS5 Deluge Valve Skid (PS5-01-UK-6100),PS5 - Milestone F
PL-000468,Originated,C,M,4.1:THE KNOB OF THE EMERGENCY FIRE DOOR IS MISSING,PS5-01-08 - PS5 Deluge Valve Skid (PS5-01-UK-6100),PS5 - Milestone F
PL-000469,Originated,C,M,4.2: 4 DOOR KEYS ARE BEND,PS5-01-08 - PS5 Deluge Valve Skid (PS5-01-UK-6100),PS5 - Milestone F
PL-000478,Originated,B,I,Ensure that the mechanical stopper minimum flow through 25-MOV-0026 is higher than the export pump minimum flow.,PS5-25-01 - Export Pipeline Pig Receiver,PS5 - Milestone H
PL-000479,Originated,B,I,Ensure that the mechanical stopper minimum flow through 25-MOV-0027 is higher than the export pump minimum flow.,PS5-25-06 - Crude Oil Export Pumps Discharge,PS5 - Milestone H
PL-000480,Originated,B,I,Ensure that the mechanical stopper minimum flow through 25-MOV-0027 is higher than the export pump minimum flow.,PS6-25-06 - Crude Oil Export Pumps Discharge,PS6 - Milestone E
PL-000481,Originated,B,I,Ensure that the mechanical stopper minimum flow through 25-MOV-0026 is higher than the export pump minimum flow.,PS6-25-01 - Export Pipeline Pig Receiver,PS6 - Milestone E
PL-000497,Closed,A,M,"4:THE TWO VIBRATION ISOLATORS, MEANT TO BE PLACED UNDER THE RADIATOR, HAVE BEEN MISTAKENLY INSTALLED BENEATH THE ENGINE.",PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-000498,Closed,A,M,4.1:LEVEL TRANSMITTER ON DIESEL TANK NOT INSTALLED. AND NOT FOUND ON LOCATION. REFERENCE PID TZ-MID-60-UTR2-130001_05.,PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-000499,Closed,C,M,4.2:CORROSION OBSERVED ON CASING OF THE TURBO CHARGER,PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-000500,Closed,A,E,4.3:THE EMERGENCY LIGHT IS SEVERELY DAMAGED,PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-000501,Originated,A,I,"4.4:THE FLAME DETECTOR IS NEITHER INSTALLED NOR SECURELY MOUNTED; INSTEAD, IT IS HANGING LOOSELY FROM THE CABLE TRAY IN DIESEL TANK ROOM.",PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-000502,Closed,C,M,4.5:AC FINS ARE PARTIALLY DAMAGED,PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-000503,Closed,C,M,4.6:EXHAUST PIPE SEALANT IS DAMAGED.,PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-000504,Originated,C,M,"4.7:THE MONORAIL CRANE IS IMPROPERLY INSTALLED, WITH ITS WHEEL MISALIGNED AND OUT OF POSITION, CREATING A SIGNIFICANT RISK OF MALFUNCTION AND OPERATIONAL FAILURE",PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-000505,Closed,C,M,4.8:AC UNIT PLASTIC PIPE IS DEFORMED AND DAMAGED DUE TO THE CLAMP BEING OVERLY TIGHTENED.,PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-000508,Closed,C,M,4.9:CANOPY RUBBER PROTECTION IS MISSING.,PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-000512,Closed,A,E,"4.10:2 EXTERNAL LIGHTS FOR MAIN DOORS (BRACKET BEND, LIGHT PROTECTION FALLEN OFF)",PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-000513,Closed,C,M,4.11:ENGINE RADIATOR TO VENTILATION OUTLET CHAMBER NOT SEALED PROPERLY.,PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-000514,Closed,C,M,4.12:VENT OUTLET CHAMBER TO DAY TANK PARTITION WALL IS NOT PROPERLY SEALED,PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-000515,Closed,C,M,4.13:SUPPORT BEAM (FOR MONORAIL BEAM) FLANGE FACE IS HAVING GAPS,PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-000516,Originated,B,E,4.14:EARTHING CABLE JUMPERS BETWEEN ELECTRICAL CABLE TRAYS ARE NOT EXISTING ON MANY LOCATIONS,PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-000517,Originated,C,I,4.15:INSTRUMENT CABLE RUNNING ON COOLING PIPE WITH TIE RODS,PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-000518,Originated,A,I,4.16:INSTRUMENT CABLE TERMINATION TO RADIATOR IS NOT PROPERLY FIXED. (NO CABLE INSULATION ),PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-000519,Originated,C,M,"4.17:THERE IS NO TAG NUMBER ON TROLLEY BEAM ,MANUAL TROLLEY & CHAIN BLOCKS",PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-000520,Closed,A,M,"4.18:SPARE NOZZLE N3 ON DIESEL TANK HAS NO RATED BLIND, NO GASKET AND BOLT SETS. REFERENCE PID TZ-MID-60-UTR2-130001_05.",PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-000521,Originated,C,M,4.19:NOZZLE 10 (FUEL FILLING WITH OVERFILL PREVENTION VALVE) FITTED WITH PTFE TAPE. REFERENCE PID TZ-MID-60-UTR2-130001_05.,PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-000522,Originated,C,E,4.20:LIGHTING JB DOES NOT HAVE TAG NUMBER JB DOES NOT HAVE MOISTURE ABSORBER (SUCH AS DESSICANT BAG- VPCI),PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-000523,Originated,A,E,4.21:THERE IS NO “AIR SHUT OFF BUTTON” THERE IS NO PROTECTION CAP ON CABLE TERMINATION POINT.,PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-000524,Closed,A,E,4.22:KEYS FOR JB IS MISSING,PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-000525,Closed,C,M,4.23:THE DOOR LOCK YIELDS ONLY WHEN TURNS AT AN ABSURD ANGLE.,PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-000526,Closed,B,M,4.24:THE AIR INLET HOOD FRAME IS SEVERELY DAMAGED,PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-000527,Closed,C,M,4.25:THE GASKET FOR THE INLET HOOD IS COMPLETELY TORN AND COMPROMISED.,PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-000528,Closed,C,M,4.26:AIR OUTLET HOOD FRAME IS SLIGHTLY BEND.,PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-000529,Closed,A,M,4.27:GLYCERINE LEAKAGE FROM THE HYDRAULIC CABIN PRESSURE GAUGE. THE GLYCERINE LEVEL INSIDE THE PG IS LOW.,PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-000530,Closed,C,M,4.28:OIL IS FOUND SPILLED ON THE BASE PLATE OF THE HYDRAULIC CABIN,PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-000531,Closed,C,M,4.29:THE DAMPER COVER IN THE HYDRAULIC CABIN IS BEND.,PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-000532,Closed,C,M,4.30:HANDRAIL PAINT DAMAGED,PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-000533,Closed,B,M,"4.3INSULATION ON MUFFLER FLANGE AREA ARE DAMAGED, NOT PROPERLY SEALED.",PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-000534,Closed,B,M,"4.32:INSULATION DONE ON MUFFLER HAS MANY OPENING TO EXPOSED AIR. (SUCH AS LIFTING LUG, SUPPORT, CLADDING TO CLADDING AREAS)",PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-000535,Closed,C,M,4.33:MUFFLER BOLTS AND NUTS ARE FULLY RUSTED,PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-000536,Closed,C,M,4.34:MUFFLER INSULATED SURFACES & FLANGES FOUND NOT PAINTED.IT SHOULD BE BLACK AS PER TZ-MID-60-UTR2-180023_02_AFC SECTION 4.6.,PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-000537,Closed,C,M,4.35:THE WELDING AND GRINDING ON THE MUFFLER EXHAUST PIPE ARE OF POOR QUALITY.,PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-000540,Closed,C,M,"4.36:THE PIPE IN THE MUFFLER BOX , IS SHOWING SIGNS OF RUST AND IS UNPAINTED.",PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-000541,Closed,A,M,4.37:WATER MIST CABINET N2 CYLINDERS DELIVERED WITH PRESSURE. (WE DONT KNOW WHAT TYPE OF GAS INSIDE),PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-000542,Closed,A,M,4.38:WATER MIST CABINET PTFE TAPE USED FOR THREADED JOINTS. (CYLINDER – VALVE CONNECTIONS),PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-000543,Originated,C,M,"Transformer Fins require touch up in various areas, risk of corrosion on site, high risk due to potential for oil leaks during operation. Agreed with Worley Inspection cordinator that this can be complete on site. In addition, please check all the transformer for any other paint damage and touch up accordingly on site to maintain C5.",PS6-25-02 - Crude Oil Export Pump A,PS6 - Milestone E
PL-000544,Originated,C,M,"Transformer lifting lugs require touch up, to be complete on site after all lifting activities are complete.",PS6-25-02 - Crude Oil Export Pump A,PS6 - Milestone E
PL-000545,Originated,C,M,"Touch ups required on transformer terminal box in 2 areas, close to lifting eyes.",PS6-25-02 - Crude Oil Export Pump A,PS6 - Milestone E
PL-000546,Closed,A,M,4.39:THE KEY SEEMS TO BE MALFUNCTIONING AND ISN'T OPENING THE DOOR,PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-000547,Closed,C,M,"4.40:WATER MIST CABINET PAINTED IN WHITE. IT SHOULD BE RED AS PER TZ-MID-60-WPR2-120001 (SECTION 6.2, PAGE 11/39)",PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-000548,Closed,C,M,4.41:THERE IS A CRACK IN THE WELD OF THE MIST CABIN,PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-000549,Closed,C,M,4.42:MIST CABIN AND MUFFLER PAINT DAMAGED,PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-000550,Originated,C,M,"4.43:SPARE INSULATION , CLADDING (TO INSULATE AND CLAD MUFFLER RELATED JOINTS), ATTACHMENT BOLT SET, NOT RECEIVED, AND DETAILED PACKING LIST IS NOT AVAILABLE.",PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-000564,Closed,A,E,Revision to Sulzer/NIDEC wiring for VSD for the General Alarm and General Trips.,PS5-25-02 - Crude Oil Export Pump A,PS5 - Milestone H
PL-000565,Closed,A,E,Revision to Sulzer/NIDEC wiring for VSD for the General Alarm and General Trips.,PS5-25-03 - Crude Oil Export Pump B,PS5 - Milestone H
PL-000566,Closed,A,E,Revision to Sulzer/NIDEC wiring for VSD for the General Alarm and General Trips.,PS5-25-04 - Crude Oil Export Pump C,PS5 - Milestone H
PL-000567,Closed,0,M,Revision to Sulzer/NIDEC wiring for VSD for the General Alarm and General Trips.,PS6-25-02 - Crude Oil Export Pump A,PS6 - Milestone E
PL-000568,Closed,0,M,Revision to Sulzer/NIDEC wiring for VSD for the General Alarm and General Trips.,PS6-25-03 - Crude Oil Export Pump B,PS6 - Milestone E
PL-000569,Closed,0,M,Revision to Sulzer/NIDEC wiring for VSD for the General Alarm and General Trips.,PS6-25-04 - Crude Oil Export Pump C,PS6 - Milestone E
PL-000612,Closed,A,M,Swapping of Radiator isolator/Engine isolator,PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-000621,Originated,A,E,Potential transformer connection inside the alternator box,PS5-60-13 - Power Generation Package E,PS5 - Milestone D
PL-000622,Originated,A,E,CTs at the alternator Juncon Box Jumpered (2CT1/2CT2),PS5-60-13 - Power Generation Package E,PS5 - Milestone D
PL-000623,Originated,A,E,Potential transformer connections inside the,PS5-60-16 - Power Generation Package F,PS5 - Milestone D
