PL ID,Status,Category,Discipline,Description,Subsystem,Milestone
PL-005491,Originated,A,E,Temporary cable ties to be replaced by permanent trefoil cleats once available at site,PS5-60-16 - Power Generation Package F,PS5 - Milestone D
PL-005492,Originated,A,E,Temporary cable ties to be replaced by permanent trefoil cleats once available at site,PS5-60-16 - Power Generation Package F,PS5 - Milestone D
PL-005493,Originated,A,E,Temporary cable ties to be replaced by permanent trefoil cleats once available at site,PS5-60-19 - Power Generation Package G,PS5 - Milestone E
PL-005494,Originated,A,E,Temporary cable ties to be replaced by permanent trefoil cleats once available at site,PS5-60-19 - Power Generation Package G,PS5 - Milestone E
PL-005495,Originated,A,E,Temporary cable ties to be replaced by permanent trefoil cleats once available at site,PS5-60-19 - Power Generation Package G,PS5 - Milestone E
PL-005535,Originated,A,E,Temporary cable ties to be replaced by permanent trefoil cleats once available at site,PS5-25-02 - Crude Oil Export Pump A,PS5 - Milestone H
PL-005536,Originated,A,E,Temporary cable ties to be replaced by permanent trefoil cleats once available at site,PS5-25-02 - Crude Oil Export Pump A,PS5 - Milestone H
PL-005537,Originated,A,E,Temporary cable ties to be replaced by permanent trefoil cleats once available at site,PS5-25-02 - Crude Oil Export Pump A,PS5 - Milestone H
PL-005538,Originated,A,E,Temporary cable ties to be replaced by permanent trefoil cleats once available at site,PS5-25-02 - Crude Oil Export Pump A,PS5 - Milestone H
PL-005539,Originated,A,E,Temporary cable ties to be replaced by permanent trefoil cleats once available at site,PS5-25-02 - Crude Oil Export Pump A,PS5 - Milestone H
PL-005540,Originated,A,E,Temporary cable ties to be replaced by permanent trefoil cleats once available at site,PS5-25-02 - Crude Oil Export Pump A,PS5 - Milestone H
PL-005541,Originated,A,E,Temporary cable ties to be replaced by permanent trefoil cleats once available at site,PS5-25-03 - Crude Oil Export Pump B,PS5 - Milestone H
PL-005542,Originated,A,E,Temporary cable ties to be replaced by permanent trefoil cleats once available at site,PS5-25-03 - Crude Oil Export Pump B,PS5 - Milestone H
PL-005543,Originated,A,E,Temporary cable ties to be replaced by permanent trefoil cleats once available at site,PS5-25-03 - Crude Oil Export Pump B,PS5 - Milestone H
PL-005545,Originated,A,M,CPP USE 15W40 FOR BEARING LUBRICATION INSTEAD OF vg32,PS5-28-08 - Open Drain Sump and Pumps,PS5 - Milestone G
PL-005546,Originated,A,M,CPP USE 15W40 FOR BEARING LUBRICATION INSTEAD OF vg32,PS5-28-08 - Open Drain Sump and Pumps,PS5 - Milestone G
PL-005547,Originated,A,M,CPP USE 15W40 FOR BEARING LUBRICATION INSTEAD OF vg32,PS5-28-08 - Open Drain Sump and Pumps,PS5 - Milestone G
PL-005558,Originated,A,E,Temporary cable ties to be replaced by permanent trefoil cleats once available at site,PS5-25-03 - Crude Oil Export Pump B,PS5 - Milestone H
PL-005559,Originated,A,E,Temporary cable ties to be replaced by permanent trefoil cleats once available at site,PS5-25-03 - Crude Oil Export Pump B,PS5 - Milestone H
PL-005560,Originated,A,E,Temporary cable ties to be replaced by permanent trefoil cleats once available at site,PS5-25-03 - Crude Oil Export Pump B,PS5 - Milestone H
PL-005561,Originated,A,E,Temporary cable ties to be replaced by permanent trefoil cleats once available at site,PS5-25-04 - Crude Oil Export Pump C,PS5 - Milestone H
PL-005562,Originated,A,E,Temporary cable ties to be replaced by permanent trefoil cleats once available at site,PS5-25-04 - Crude Oil Export Pump C,PS5 - Milestone H
PL-005563,Originated,A,E,Temporary cable ties to be replaced by permanent trefoil cleats once available at site,PS5-25-04 - Crude Oil Export Pump C,PS5 - Milestone H
PL-005564,Originated,A,E,Temporary cable ties to be replaced by permanent trefoil cleats once available at site,PS5-25-04 - Crude Oil Export Pump C,PS5 - Milestone H
PL-005565,Originated,A,E,Temporary cable ties to be replaced by permanent trefoil cleats once available at site,PS5-25-04 - Crude Oil Export Pump C,PS5 - Milestone H
PL-005566,Originated,A,E,Temporary cable ties to be replaced by permanent trefoil cleats once available at site,PS5-25-04 - Crude Oil Export Pump C,PS5 - Milestone H
PL-005571,Originated,A,E,Leveling and cleaning of the floor and cable trays/ladders,PS5-83-01 - EITS Building,PS5 - Milestone A
PL-005572,Originated,B,E,Corrosion need to be removed,PS5-83-01 - EITS Building,PS5 - Milestone A
PL-005574,Originated,A,E,Hold down Clamp not Installed yet,PS5-83-01 - EITS Building,PS5 - Milestone A
PL-005575,Originated,B,E,Earth jumper not installed completely,PS5-83-01 - EITS Building,PS5 - Milestone A
PL-005751,Originated,B,H,"PS005-E&I-ALL-PL-2596 - HVAC UCP is unable to read PDT-0004/0005 value correctly dut to oversized scale 0-300psi. (current value: High: 62210 Pa, Low:-62210Pa, Low alarm: 50 Pa)",PS5-09-05 - HVAC for EITS Building,PS5 - Milestone A
PL-005752,Originated,B,H,"PS005-HVA-ALL-PL-2595 - Temporary banner for ""Force run time"" to be deleted",PS5-09-05 - HVAC for EITS Building,PS5 - Milestone A
PL-005753,Originated,B,H,PS005-HVA-ALL-PL-2597 - The latested PLC program to be implemented and to be performed demonstration on site,PS5-09-05 - HVAC for EITS Building,PS5 - Milestone A
PL-005754,Originated,B,H,PS005-HVA-ALL-PL-2599 - TSH alarm tag to be provided,PS5-09-05 - HVAC for EITS Building,PS5 - Milestone A
PL-005755,Originated,B,H,PS005-HVA-ALL-PL-2600 - Extract Fan PDT-0003/0004 High / Low Set point to be validated and set accordingly,PS5-09-05 - HVAC for EITS Building,PS5 - Milestone A
PL-005756,Originated,B,H,PS005-HVA-ALL-PL-2602 - HVAC UCP Heater function to be demonstrated (2.3 Pre iFAT Power up tests and checks),PS5-09-05 - HVAC for EITS Building,PS5 - Milestone A
PL-005757,Originated,B,H,"PS006-E&I-ALL-PL-0537 - HVAC UCP is unable to read PDT-0003/0004 value correctly dut to oversized scale 0-300psi. (current value: High: 62210 Pa, Low:-62210Pa, Low alarm: 50 Pa)",PS6-09-04 - HVAC for EITS Building,PS6 - Milestone C
PL-005758,Originated,B,H,PS006-HVA-ALL-PL-0538 - The latested PLC program to be implemented and to be performed demonstration on site,PS6-09-04 - HVAC for EITS Building,PS6 - Milestone C
PL-005759,Originated,B,H,PS006-HVA-ALL-PL-0540 - TSH alarm tag to be provided,PS6-09-04 - HVAC for EITS Building,PS6 - Milestone C
PL-005760,Originated,B,H,PS006-HVA-ALL-PL-0541 - Extract Fan PDT-0003/0004 High / Low Set point to be validated and set accordingly,PS6-09-04 - HVAC for EITS Building,PS6 - Milestone C
PL-005769,Closed,B,M,4:The relief drum tag number is not correct to be rectified(Required PS5-28-VK-1200 but received as PS4-28-VK-1200),PS5-28-06 - Relief Drum and Pump,PS5 - Milestone G
PL-006055,Closed,A,E,Cable to be connected,PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-006056,Closed,A,E,Cable to be connected,PS5-25-01 - Export Pipeline Pig Receiver,PS5 - Milestone H
PL-006058,Closed,A,E,Cable to be connected,PS5-25-07 - Export Pipeline Pig Launcher,PS5 - Milestone H
PL-006061,Closed,A,E,Cable to be connected,PS5-25-02 - Crude Oil Export Pump A,PS5 - Milestone H
PL-006062,Closed,A,E,Cable to be connected,PS5-25-03 - Crude Oil Export Pump B,PS5 - Milestone H
PL-006063,Closed,A,E,Cable to be connected,PS5-25-04 - Crude Oil Export Pump C,PS5 - Milestone H
PL-006064,Closed,A,E,Cable to be connected .,PS5-25-02 - Crude Oil Export Pump A,PS5 - Milestone H
PL-006065,Closed,A,E,Cable to be connected,PS5-25-03 - Crude Oil Export Pump B,PS5 - Milestone H
PL-006066,Closed,A,E,Cable to be connected,PS5-25-04 - Crude Oil Export Pump C,PS5 - Milestone H
PL-006067,Closed,A,E,Cable to be connected,PS5-28-13 - Seal Oil Drain Drum & Pump A,PS5 - Milestone H
PL-006068,Closed,A,E,Cable to be connected,PS5-61-06 - 0.4kV Switchboard Power Generator Building (PS5-61-IK-0006),PS5 - Milestone D
PL-006069,Closed,A,E,Cable to be connected,PS5-61-06 - 0.4kV Switchboard Power Generator Building (PS5-61-IK-0006),PS5 - Milestone D
PL-006070,Closed,A,E,Cable to be connected,PS5-61-06 - 0.4kV Switchboard Power Generator Building (PS5-61-IK-0006),PS5 - Milestone D
PL-006071,Closed,A,E,Cable to be connected,PS5-61-06 - 0.4kV Switchboard Power Generator Building (PS5-61-IK-0006),PS5 - Milestone D
PL-006072,Closed,A,E,Cable to be connected,PS5-62-01 - Lighting Control Panel - PS5-62-IE-0001,PS5 - Milestone G
PL-006073,Closed,A,E,Cable to be connected .,PS5-71-01 - CFO Storage Tank Feed Heater,PS5 - Milestone H
PL-006074,Closed,A,E,Cable to be connected,PS5-71-01 - CFO Storage Tank Feed Heater,PS5 - Milestone H
PL-006090,Closed,A,E,Cable to be connected,PS5-25-02 - Crude Oil Export Pump A,PS5 - Milestone H
PL-006091,Closed,A,E,Cable to be connected,PS5-25-03 - Crude Oil Export Pump B,PS5 - Milestone H
PL-006092,Closed,A,E,Cable to be connected,PS5-25-04 - Crude Oil Export Pump C,PS5 - Milestone H
PL-006093,Closed,A,E,Cable to be connected,PS5-62-01 - Lighting Control Panel - PS5-62-IE-0001,PS5 - Milestone G
PL-006094,Closed,A,E,Cable to be connected,PS5-25-02 - Crude Oil Export Pump A,PS5 - Milestone H
PL-006097,Closed,A,E,Cable to be connected,PS5-25-03 - Crude Oil Export Pump B,PS5 - Milestone H
PL-006100,Closed,A,E,Cable to be connected,PS5-25-04 - Crude Oil Export Pump C,PS5 - Milestone H
PL-006126,Closed,A,M,"4:Oil leakage spilled on the bottom of the Air release plug cover, Integrated Safety Detector (DMCR) and at the top of the Transformer oil tank",PS6-61-04 - 0.4kV Switchboard EITS Building (PS6-61-IK-0001),PS6 - Milestone A
PL-006127,Closed,A,M,"4.1:Incomplete welding, poor weld surface finish observed on the different parts/components of the transfomer box i.e Lifting lugs,radiator support, LV Cable box etc.",PS6-61-04 - 0.4kV Switchboard EITS Building (PS6-61-IK-0001),PS6 - Milestone A
PL-006128,Closed,A,M,4.2:Bending of transformer radiator support,PS6-61-04 - 0.4kV Switchboard EITS Building (PS6-61-IK-0001),PS6 - Milestone A
PL-006129,Closed,A,M,4.3: Missing rivet for Rating and Terminal marking plate,PS6-61-04 - 0.4kV Switchboard EITS Building (PS6-61-IK-0001),PS6 - Milestone A
PL-006130,Closed,A,M,4.4:Bending of plate cover and improper tightening of the bolt for LV Cable box packing plate and oil tank cover plate,PS6-61-04 - 0.4kV Switchboard EITS Building (PS6-61-IK-0001),PS6 - Milestone A
PL-006131,Closed,A,M,4.5:No calibration sticker not found on the gauge and found reading flactuation,PS6-61-04 - 0.4kV Switchboard EITS Building (PS6-61-IK-0001),PS6 - Milestone A
PL-006132,Closed,A,M,4:No calibration sticker found on the gauge and found reading flactuation,PS6-61-04 - 0.4kV Switchboard EITS Building (PS6-61-IK-0001),PS6 - Milestone A
PL-006133,Closed,A,M,4.1:Oil leakage Observed below the Transportation Oil level gauge,PS6-61-04 - 0.4kV Switchboard EITS Building (PS6-61-IK-0001),PS6 - Milestone A
PL-006134,Closed,A,M,"4.2:Incomplete welding, poor weld surface finish observed on the different parts/components of the transfomer box i.e Lifting lugs,radiator support, LV Cable box etc",PS6-61-04 - 0.4kV Switchboard EITS Building (PS6-61-IK-0001),PS6 - Milestone A
PL-006137,Closed,A,M,"4.3:Oil leakage spilled on the bottom of the Air release plug cover, Integrated Safety Detector (DMCR) and at the top of the Transformer oil tank",PS6-61-04 - 0.4kV Switchboard EITS Building (PS6-61-IK-0001),PS6 - Milestone A
PL-006138,Closed,A,M,4.4:Bending of transformer radiator support,PS6-61-04 - 0.4kV Switchboard EITS Building (PS6-61-IK-0001),PS6 - Milestone A
PL-006140,Closed,A,M,"4.5:Bending of plate cover and improper tightening of the bolt for LV Cable box seat, and oil tank cover",PS6-61-04 - 0.4kV Switchboard EITS Building (PS6-61-IK-0001),PS6 - Milestone A
PL-006142,Closed,A,M,Platform structure middle member of cfo service tank is not matching with gratings and connected drawing. To be modified,PS5-71-12 - CFO Service Tank,PS5 - Milestone H
PL-006193,Closed,A,E,Cable to be connected,PS5-25-03 - Crude Oil Export Pump B,PS5 - Milestone H
PL-006215,Originated,B,E,PS005-E&I-COW-1126 - ALL CUBICLES: FINAL PROTECTION SETTINGS ARE NOT SET.,PS5-61-01 - 33kV Switchboard EITS Building (PS5-61-IJ-0001),PS5 - Milestone D
PL-006216,Originated,B,E,PS006-E&I-COW-1127 - ALL CUBICLES: FINAL PROTECTION SETTINGS ARE NOT SET.,PS6-61-01 - 33kV Switchboard EITS Building (PS6-61-IJ-0001),PS6 - Milestone D
PL-006242,Originated,B,E,PS6-E&I-COW-1157 - ALL CUBICLES SM6 : FINAL PROTECTION SETTINGS ARE NOT SET.,PS6-61-02 - 6.6kV Switchboard and Transformer LLHT North - EITS Building (PS6-61-IJ-0010),PS6 - Milestone F
PL-006243,Originated,B,E,PS6-E&I-COW-1158 - ALL CUBICLES SM6 : FINAL PROTECTION SETTINGS ARE NOT SET.,PS6-61-02 - 6.6kV Switchboard and Transformer LLHT North - EITS Building (PS6-61-IJ-0010),PS6 - Milestone F
PL-006253,Originated,B,E,PS005-E&I-COW-1172 - INCOMERS: FINAL PROTECTION SETTINGS ARE NOT SET.,PS5-61-07 - 0.4kV Switchboard EITS Building (PS5-61-IK-0001),PS5 - Milestone A
PL-006254,Originated,B,E,PS006-E&I-COW-1173 - INCOMERS: FINAL PROTECTION SETTINGS ARE NOT SET.,PS6-61-04 - 0.4kV Switchboard EITS Building (PS6-61-IK-0001),PS6 - Milestone A
PL-006281,Closed,A,E,cable to be connected,PS5-25-03 - Crude Oil Export Pump B,PS5 - Milestone H
PL-006282,Closed,A,E,Cable to be connected,PS5-25-04 - Crude Oil Export Pump C,PS5 - Milestone H
PL-006283,Originated,B,P,10:FINAL PIPING CONNECTION AND REINSTATEMENT TO BE COMPLETED AFTER HT(descipiline-piping),PS5-60-70 - Engine A Cooling system,PS5 - Milestone B
PL-006284,Originated,C,P,10.1:TOUCH UP PAINTING TO BE DONE,PS5-60-70 - Engine A Cooling system,PS5 - Milestone B
PL-006285,Originated,B,M,10:FINAL PIPING CONNECTION AND REINSTATEMENT TO BE COMPLETED AFTER HT(descipiline-piping),PS5-60-71 - Engine B Cooling system,PS5 - Milestone B
PL-006286,Originated,C,P,10.1:TOUCH UP PAINTING TO BE DONE,PS5-60-71 - Engine B Cooling system,PS5 - Milestone B
PL-006287,Originated,B,M,10:FINAL PIPING CONNECTION AND REINSTATEMENT TO BE COMPLETED AFTER HT(descipiline-piping),PS5-60-73 - Engine D Cooling system,PS5 - Milestone D
PL-006288,Originated,C,M,10.1: TOUCH UP PAINTING TO BE DONE,PS5-60-73 - Engine D Cooling system,PS5 - Milestone D
PL-006289,Originated,B,P,10:FINAL PIPING CONNECTION AND REINSTATEMENT TO BE COMPLETED AFTER HT(descipiline-piping),PS5-60-75 - Engine F Cooling system,PS5 - Milestone D
PL-006290,Originated,C,P,10.1: TOUCH UP PAINTING TO BE DONE,PS5-60-75 - Engine F Cooling system,PS5 - Milestone D
PL-006291,Originated,B,P,10:FINAL PIPING CONNECTION AND REINSTATEMENT TO BE COMPLETED AFTER HT(descipiline-piping),PS5-60-76 - Engine G Cooling system,PS5 - Milestone E
PL-006292,Originated,C,P,10.1:TOUCH UP PAINTING TO BE DONE,PS5-60-76 - Engine G Cooling system,PS5 - Milestone E
PL-006293,Originated,B,P,10:FINAL PIPING CONNECTION AND REINSTATEMENT TO BE COMPLETED AFTER HT(descipiline-piping),PS5-60-70 - Engine A Cooling system,PS5 - Milestone B
PL-006294,Originated,C,P,10.1:TOUCH UP PAINTING TO BE DONE,PS5-60-70 - Engine A Cooling system,PS5 - Milestone B
PL-006295,Originated,B,P,10:FINAL PIPING CONNECTION AND REINSTATEMENT TO BE COMPLETED AFTER HT(descipiline-piping),PS5-60-71 - Engine B Cooling system,PS5 - Milestone B
PL-006296,Originated,C,P,10.1:TOUCH UP PAINTING TO BE DONE,PS5-60-71 - Engine B Cooling system,PS5 - Milestone B
PL-006297,Originated,B,P,10:FINAL PIPING CONNECTION AND REINSTATEMENT TO BE COMPLETED AFTER HT(descipiline-piping),PS5-60-72 - Engine C Cooling system,PS5 - Milestone D
PL-006298,Originated,C,P,10.1:TOUCH UP PAINTING TO BE DONE,PS5-60-72 - Engine C Cooling system,PS5 - Milestone D
PL-006299,Originated,B,M,10:FINAL PIPING CONNECTION AND REINSTATEMENT TO BE COMPLETED AFTER HT(descipiline-piping),PS5-60-73 - Engine D Cooling system,PS5 - Milestone D
PL-006300,Originated,C,P,10.1:touch up painting to be done,PS5-60-73 - Engine D Cooling system,PS5 - Milestone D
PL-006301,Originated,B,P,10:FINAL PIPING CONNECTION AND REINSTATEMENT TO BE COMPLETED AFTER HT(descipiline-piping),PS5-60-74 - Engine E Cooling system,PS5 - Milestone D
PL-006302,Originated,C,M,10.1:TOUCH UP PAINTING TO BE DONE,PS5-60-74 - Engine E Cooling system,PS5 - Milestone D
PL-006303,Originated,B,P,10:FINAL PIPING CONNECTION AND REINSTATEMENT TO BE COMPLETED AFTER HT(descipiline-piping),PS5-60-75 - Engine F Cooling system,PS5 - Milestone D
PL-006304,Originated,C,P,10.1:TOUCH UP PAINTING TO BE DONE,PS5-60-75 - Engine F Cooling system,PS5 - Milestone D
PL-006305,Originated,B,P,10:FINAL PIPING CONNECTION AND REINSTATEMENT TO BE COMPLETED AFTER HT(descipiline-piping),PS5-60-76 - Engine G Cooling system,PS5 - Milestone E
PL-006306,Originated,C,P,10.1:TOUCH UP PAINTING TO BE DONE,PS5-60-76 - Engine G Cooling system,PS5 - Milestone E
PL-006313,Closed,A,E,Cable to be connected,PS5-25-04 - Crude Oil Export Pump C,PS5 - Milestone H
PL-006314,Originated,A,E,Temporary cable ties to be replaced by permanent trefoil cleats once available at site,PS5-61-03 - 6.6kV Switchboard and Transformer LLHT South - EITS Building (PS5-61-IJ-0011),PS5 - Milestone G
PL-006315,Originated,A,E,Temporary cable ties to be replaced by permanent trefoil cleats once available at site,PS5-61-03 - 6.6kV Switchboard and Transformer LLHT South - EITS Building (PS5-61-IJ-0011),PS5 - Milestone G
PL-006316,Originated,A,E,Temporary cable ties to be replaced by permanent trefoil cleats once available at site,PS5-61-03 - 6.6kV Switchboard and Transformer LLHT South - EITS Building (PS5-61-IJ-0011),PS5 - Milestone G
PL-006317,Closed,A,B,PS005-E&I-M4-PL-1286 - Terminal to be update on termination drawing by enginnering (mark up drawing) (PS5-04-PMC-0001-CS01),PS5-04-04 - 33kV PCS System,PS5 - Milestone A
PL-006318,Closed,A,E,PS005-E&I-M4-PL-2369 - Cable One Side Termination (COW),PS5-09-05 - HVAC for EITS Building,PS5 - Milestone A
PL-006332,Originated,B,E,"PS005-E&I-COW-1876 - Ensure that the battery connector is compatible with the cable’s rigidity and cross-sectional characteristics.
Modify the battery interconnection cables so that the positive and negative terminals are routed from the left side of the rack.",PS5-06-01 - AC UPS - EITS Building,PS5 - Milestone A
PL-006333,Originated,B,E,"PS005-E&I-COW-1877 - Ensure that the battery connector is compatible with the cable’s rigidity and cross-sectional characteristics.
Modify the battery interconnection cables so that the positive and negative terminals are routed from the left side of the rack.",PS5-06-01 - AC UPS - EITS Building,PS5 - Milestone A
PL-006334,Originated,B,E,"PS006-E&I-COW-1878 - Ensure that the battery connector is compatible with the cable’s rigidity and cross-sectional characteristics.
Modify the battery interconnection cables so that the positive and negative terminals are routed from the left side of the rack.",PS6-06-01 - AC UPS - EITS Building,PS6 - Milestone A
PL-006391,Originated,B,E,PS005-E&I-COW-2175 - CUBICLE : CABLE SUPPORT MISSING AND CABLE ARRANGMENT TO BE REWORKED - PS4-61-IK-0001-C01,PS5-61-07 - 0.4kV Switchboard EITS Building (PS5-61-IK-0001),PS5 - Milestone A
PL-006400,Originated,A,I,PS005-E&I-COW-2279 - Additional Icotek frames to be added to Network cabinet for CAT6/FO cables,PS5-04-03 - 33kV ICSS System,PS5 - Milestone A
PL-006401,Originated,A,I,PS006-E&I-COW-2280 - Additional Icotek frames to be added to Network cabinet for CAT6/FO cables,PS6-04-01 - CR ICSS and OWS,PS6 - Milestone B
PL-006429,Originated,A,T,PS005-E&I-COW-2329 - New cable to be added,PS5-04-04 - 33kV PCS System,PS5 - Milestone A
PL-006430,Originated,A,T,PS005-E&I-COW-2330 - New cable to be added,PS5-04-04 - 33kV PCS System,PS5 - Milestone A
PL-006431,Originated,A,I,PS005-E&I-M3-PL-2591 - AGI NEW 4 SWITCHES TO BE INSTALLED AND WIRE,PS5-04-04 - 33kV PCS System,PS5 - Milestone A
PL-006439,Closed,C,B,"PS006-E&I-ALL-PL-0454 - Fire Dampers should be SIL2, certificate should be provide",PS6-83-01 - EITS Building,PS6 - Milestone G
PL-006440,Originated,A,I,PS006-E&I-M3-PL-0528 - AGI NEW 4 SWITCHES TO BE INSTALLED AND WIRE,PS6-04-02 - PCS System,PS6 - Milestone B
PL-006449,Originated,A,I,"PS005-E&I-ALL-PL-2611 - Remaining ITR to be Completed at Site as per list :
PS5-08-86IO-1002-CC01 (HOLD) INSTRUMENTATION CABLE",PS5-08-15 - Security Data Network (SII SP3 SEC),PS5 - Milestone C
PL-006450,Closed,A,E,"PS005-E&I-ALL-PL-2611 - Remaining ITR to be Completed at Site as per list :
PS5-09-ACU-0007A-CP01 POWER CABLE",PS5-09-05 - HVAC for EITS Building,PS5 - Milestone A
PL-006451,Closed,A,E,"PS005-E&I-ALL-PL-2611 - Remaining ITR to be Completed at Site as per list :
PS5-09-ACU-0007B-CP01 POWER CABLE",PS5-09-05 - HVAC for EITS Building,PS5 - Milestone A
PL-006488,Closed,A,E,Cable to be connected,PS5-61-05 - 0.4kV Switchboard Power Generator Building (PS5-61-IK-0003),PS5 - Milestone B
PL-006489,Closed,A,E,Cable to be connected,PS5-61-05 - 0.4kV Switchboard Power Generator Building (PS5-61-IK-0003),PS5 - Milestone B
PL-006490,Closed,A,E,Cable to be connected,PS5-61-05 - 0.4kV Switchboard Power Generator Building (PS5-61-IK-0003),PS5 - Milestone B
PL-006491,Closed,A,E,Cable to be connected,PS5-61-05 - 0.4kV Switchboard Power Generator Building (PS5-61-IK-0003),PS5 - Milestone B
PL-006492,Closed,A,E,Cable to be connected,PS5-61-05 - 0.4kV Switchboard Power Generator Building (PS5-61-IK-0003),PS5 - Milestone B
PL-006493,Closed,A,E,Cable to be connected,PS5-61-05 - 0.4kV Switchboard Power Generator Building (PS5-61-IK-0003),PS5 - Milestone B
PL-006494,Closed,A,E,Cable to be connected,PS5-61-05 - 0.4kV Switchboard Power Generator Building (PS5-61-IK-0003),PS5 - Milestone B
PL-006495,Closed,A,E,Cable to be connected,PS5-61-05 - 0.4kV Switchboard Power Generator Building (PS5-61-IK-0003),PS5 - Milestone B
PL-006496,Closed,A,E,Cable to be connected,PS5-61-05 - 0.4kV Switchboard Power Generator Building (PS5-61-IK-0003),PS5 - Milestone B
PL-006497,Closed,A,E,Cable to be connected,PS5-61-05 - 0.4kV Switchboard Power Generator Building (PS5-61-IK-0003),PS5 - Milestone B
PL-006498,Closed,A,E,Cable to be connected,PS5-61-05 - 0.4kV Switchboard Power Generator Building (PS5-61-IK-0003),PS5 - Milestone B
PL-006499,Closed,A,E,Cable to be connected,PS5-61-05 - 0.4kV Switchboard Power Generator Building (PS5-61-IK-0003),PS5 - Milestone B
PL-006500,Closed,A,E,Cable to be connected,PS5-61-05 - 0.4kV Switchboard Power Generator Building (PS5-61-IK-0003),PS5 - Milestone B
PL-006501,Closed,A,E,Cable to be connected,PS5-61-05 - 0.4kV Switchboard Power Generator Building (PS5-61-IK-0003),PS5 - Milestone B
PL-006502,Closed,A,E,Cable to be connected,PS5-61-05 - 0.4kV Switchboard Power Generator Building (PS5-61-IK-0003),PS5 - Milestone B
PL-006503,Closed,A,E,Cable to be connected,PS5-61-05 - 0.4kV Switchboard Power Generator Building (PS5-61-IK-0003),PS5 - Milestone B
PL-006504,Closed,A,E,Cable to be connected,PS5-61-05 - 0.4kV Switchboard Power Generator Building (PS5-61-IK-0003),PS5 - Milestone B
PL-006505,Closed,A,E,Cable to be connected,PS5-61-05 - 0.4kV Switchboard Power Generator Building (PS5-61-IK-0003),PS5 - Milestone B
PL-006506,Closed,A,E,Cable to be connected,PS5-61-06 - 0.4kV Switchboard Power Generator Building (PS5-61-IK-0006),PS5 - Milestone D
PL-006507,Closed,A,E,Cable to be connected,PS5-61-05 - 0.4kV Switchboard Power Generator Building (PS5-61-IK-0003),PS5 - Milestone B
PL-006508,Closed,A,E,Cable to be connected,PS5-61-06 - 0.4kV Switchboard Power Generator Building (PS5-61-IK-0006),PS5 - Milestone D
PL-006509,Closed,A,E,Cable to be connected,PS5-61-06 - 0.4kV Switchboard Power Generator Building (PS5-61-IK-0006),PS5 - Milestone D
PL-006510,Closed,A,E,Cable to be connected,PS5-61-06 - 0.4kV Switchboard Power Generator Building (PS5-61-IK-0006),PS5 - Milestone D
PL-006512,Closed,A,E,Cable to be connected,PS5-61-06 - 0.4kV Switchboard Power Generator Building (PS5-61-IK-0006),PS5 - Milestone D
PL-006513,Closed,A,E,Cable to be connected,PS5-61-06 - 0.4kV Switchboard Power Generator Building (PS5-61-IK-0006),PS5 - Milestone D
PL-006514,Closed,A,E,Cable to be connected,PS5-61-06 - 0.4kV Switchboard Power Generator Building (PS5-61-IK-0006),PS5 - Milestone D
PL-006515,Closed,A,E,Cable to be connected,PS5-61-06 - 0.4kV Switchboard Power Generator Building (PS5-61-IK-0006),PS5 - Milestone D
PL-006516,Closed,A,E,Cable to be connected,PS5-61-06 - 0.4kV Switchboard Power Generator Building (PS5-61-IK-0006),PS5 - Milestone D
PL-006543,Originated,B,E,8:UPSTREAM CONNECTION ACCORDING CABLE SCHEDULE to be done,PS6-25-03 - Crude Oil Export Pump B,PS6 - Milestone E
PL-006544,Originated,B,E,8.1:DOWNSTREAM CONNECTION ACCORDING CABLE SCHEDULE TO BE DONE,PS6-25-03 - Crude Oil Export Pump B,PS6 - Milestone E
PL-006545,Originated,B,E,8:UPSTREAM CONNECTION ACCORDING CABLE SCHEDULE TO BE DONE,PS6-25-04 - Crude Oil Export Pump C,PS6 - Milestone E
PL-006546,Originated,B,E,8.1:DOWNSTREAM CONNECTION ACCORDING CABLE SCHEDULE TO BE DONE,PS6-25-04 - Crude Oil Export Pump C,PS6 - Milestone E
PL-006547,Originated,B,E,8:UPSTREAM CONNECTION ACCORDING CABLE SCHEDULE TO BE DONE,PS6-25-02 - Crude Oil Export Pump A,PS6 - Milestone E
PL-006548,Originated,B,E,8.1:DOWNSTREAM CONNECTION ACCORDING CABLE SCHEDULE TO BE DONE,PS6-25-02 - Crude Oil Export Pump A,PS6 - Milestone E
PL-006550,Originated,B,E,8:UPSTREAM CONNECTION ACCORDING CABLE SCHEDULETO BE DONE,PS6-25-01 - Export Pipeline Pig Receiver,PS6 - Milestone E
PL-006551,Originated,B,E,8.1:DOWNSTREAM CONNECTION ACCORDING CABLE SCHEDULE TO BE DONE,PS6-25-01 - Export Pipeline Pig Receiver,PS6 - Milestone E
PL-006552,Originated,B,E,8:UPSTREAM CONNECTION ACCORDING CABLE SCHEDULE TO BE DONE,PS6-25-01 - Export Pipeline Pig Receiver,PS6 - Milestone E
PL-006553,Originated,B,E,8.1:DOWNSTREAM CONNECTION ACCORDING CABLE SCHEDULE TO BE DONE,PS6-25-01 - Export Pipeline Pig Receiver,PS6 - Milestone E
PL-006554,Originated,B,E,8:UPSTREAM CONNECTION ACCORDING CABLE SCHEDULE TO BE DONE,PS6-25-07 - Export Pipeline Pig Launcher,PS6 - Milestone E
